store_id,last_one_hour uptime(in minutes),last_one_hour downtime(in minutes),last_one_day uptime(in hours),last_one_day downtime(in hours),last_one_week uptime(in hours),last_one_week downtime(in hours)
3173528025538718452,60,16.98,104.8,0,0.0,0.0
1172776965412058288,60,11.92,95.83,0,0.0,0.0
8050904836920798206,0,0.0,-21.87,60,16.92,106.59
3485383537492459194,60,0,2.88,0,0,0.0
7791569942019889767,60,17.95,96.43,0,0.0,0.0
7647796266115725856,60,9.31,32.78,0,0.0,0.0
7372385631979013974,60,17.94,89.72,0,0.0,0.0
1886094822273762805,0,0.4,6.87,0,0.0,0.0
1921227243936268124,60,7.32,22.94,0,0.0,0.0
2670800031826856367,0,2.22,11.29,0,0.0,0.0
2529970021684233025,60,16.95,68.74,0,0.0,0.0
3390153829311738919,60,4.3,28.64,0,0.0,0.0
2723172216807087715,60,15.96,90.78,0,0.0,0.0
3457174951287490032,60,19.93,72.68,0,0.0,0.0
1557691556894768738,60,22.92,89.66,0,0.0,0.0
4395688375231610603,60,15.87,97.39,0,0.0,0.0
3480535111316179789,0,0.0,-1.99,60,5.93,28.71
8080175208160124283,0,10.92,40.73,60,0.0,0.0
4894791864539115200,60,12.99,76.55,0,0.0,0.0
6529727365761998945,60,14.92,86.4,0,0.0,0.0
2937297056410899541,60,14.88,85.03,0,0.0,0.0
7257064183173214729,60,13.91,77.01,0,0.0,0.0
3151529852031249810,60,15.33,83.02,0,0.0,0.0
8258804424046746943,60,10.67,47.03,0,0.0,0.0
6614523831540505463,60,8.85,40.29,0,0.0,0.0
1826435698432426239,60,22.98,109.77,0,0.0,0.0
4333246355539626670,60,13.84,95.66,0,0.0,0.0
4644728874609587438,60,11.99,89.67,0,0.0,0.0
646862635677872649,0,0.96,2.45,0,0.0,2.03
3762462515785465924,60,12.8,83.54,0,0.0,0.0
7150774588280614833,0,-6.02,-41.97,60,21.99,108.75
8345736932152836262,60,18.95,116.53,0,0.0,0.0
6807898943856172607,0,15.96,32.97,60,0.0,52.66
1666841521765803410,60,17.96,110.7,0,0.0,0.0
333363422900954809,60,0,11.13,0,0,0.0
8957614279107724771,60,4.79,25.46,0,0.0,0.0
5945586020471081479,60,0,13.71,0,0,0.0
6472421132249756772,60,13.95,73.39,0,0.0,0.0
7761606104561337031,60,10.69,36.95,0,0.0,0.0
838975604215828311,60,14.87,79.99,0,0.0,0.0
3266261351669573692,60,13.93,45.76,0,0.0,0.0
2795813457317920490,0,0.0,0.96,0,0.85,7.23
4605930245483207319,60,14.79,85.47,0,0.0,0.0
2962311335535390960,0,0,0,0,0,0
7268756666846583478,0,13.96,20.85,60,0.0,25.27
1630572092685790853,60,10.42,44.01,0,0.0,0.0
8937336970477990571,60,7.96,25.56,0,0.0,0.0
5573042382995353167,60,0,9.91,0,0,0.0
2919034318358144116,0,1.97,7.5,0,0.0,0.0
1069175913867471706,60,12.89,32.97,0,0.0,0.0
875843728245815497,60,11.78,86.41,0,0.0,0.0
674181715362434303,60,12.87,95.43,0,0.0,0.0
6919205629015311844,60,16.97,75.87,0,0.0,0.0
5833524886918537002,60,23.98,103.7,0,0.0,0.0
895776572353408414,60,12.98,87.62,0,0.0,0.0
3128372722755492220,0,10.93,46.64,60,0.0,21.98
7623827925406279462,0,-2.2,82.52,60,13.95,17.93
7380452304013001940,0,15.97,85.7,60,0.0,17.95
4735020268815610999,60,22.99,93.53,0,0.0,0.0
4379354991255025015,0,0.28,1.2,0,0.0,0.0
586828640680309708,60,13.89,73.48,0,0.0,0.0
4411708924362315807,60,11.96,43.49,0,0.0,0.0
3602624699088147408,60,16.88,49.94,0,0.0,0.0
808823578625004293,60,14.87,100.01,0,0.0,0.0
4537118630493879732,0,0.96,4.48,0,0.0,0.0
6768421287930768369,60,10.57,40.17,0,0.0,0.0
5204205417198497707,60,15.44,62.91,0,0.0,0.0
6218610446218045507,60,0,20.01,0,0,0.0
4038122761946492291,60,7.64,33.08,0,0.0,0.0
4521472232575735964,60,7.98,38.54,0,0.0,0.0
6164497053337196872,60,13.8,38.52,0,0.0,0.0
2746426715779371861,60,5.86,43.34,0,0.0,0.0
3592833730880444385,60,15.32,73.29,0,0.0,0.0
6084129894248182147,60,14.88,74.34,0,0.0,0.0
2968757472314064027,60,3.83,31.18,0,0.0,0.0
6864988578947949086,60,12.87,77.34,0,0.0,0.0
2341975151855811674,60,10.45,46.81,0,0.0,0.0
1545419770545519833,60,9.3,35.98,0,0.0,0.0
