store_id,last_one_hour uptime(in minutes),last_one_hour downtime(in minutes),last_one_day uptime(in hours),last_one_day downtime(in hours),last_one_week uptime(in hours),last_one_week downtime(in hours)
6366840516526120217,60,10.71,57.31,0,0.0,0.0
941300723458735064,0,1.8,9.7,0,0.0,0.0
2159172063705870797,60,9.47,45.77,0,0.0,0.0
445481777696638394,60,23.88,142.02,0,0.0,0.0
5885389123242289716,60,23.93,143.58,0,0.0,0.0
5523960150217325457,60,7.85,39.35,0,0.0,0.0
7669040490108017952,60,0,28.06,0,0,0.0
7028001008509508980,60,12.91,64.74,0,0.0,0.0
7369000223881875999,0,17.96,87.66,60,0.0,0.0
8516066165731166811,60,14.93,88.64,0,0.0,0.0
8430834726849408278,60,23.91,142.92,0,0.0,0.0
2567728765809290933,0,3.91,23.97,0,0.0,0.0
1532068425071013111,0,0.0,0.0,0,1.9,9.15
2240579722659617484,60,23.92,140.13,0,0.0,0.0
5231933641240372260,0,0.0,8.32,0,1.9,3.8
2341975151855811674,60,10.45,51.99,0,0.0,0.0
2345841415251125042,0,0.0,0.0,60,23.91,143.75
4049374947881120849,60,23.98,142.45,0,0.0,0.0
6669301395664761351,60,23.99,142.44,0,0.0,0.0
2757917931398939875,0,0,8.91,60,0,45.16
7919799563790260571,60,9.57,47.89,0,0.0,0.0
8843942650271606198,60,23.95,142.43,0,0.0,0.0
1499848007077225326,0,0.0,18.71,60,10.9,35.7
8317572469172057620,60,11.94,59.44,0,0.0,0.0
4909699599609504534,60,23.92,141.62,0,0.0,0.0
6060416514940771863,60,6.82,34.26,0,0.0,0.0
807795446744791539,60,23.93,143.56,0,0.0,0.0
4621819568737315649,0,0.0,0.0,0,1.92,9.57
7538095597952574524,0,22.83,141.5,60,1.03,1.03
709288740644078240,60,23.95,134.89,0,0.0,0.0
2762626927317616944,60,10.4,59.73,0,0.0,0.0
5199835481782962069,60,23.99,142.43,0,0.0,0.0
8026098285581802192,0,0.0,0.0,60,11.96,59.61
1517232373106574528,0,0.0,37.27,60,11.94,23.91
8606454598742511879,60,23.97,143.77,0,0.0,0.0
4742207070317066559,60,23.91,142.13,0,0.0,0.0
4023339040304794763,0,0.0,0.0,60,9.65,48.53
7368300954862397020,60,16.77,100.83,0,0.0,0.0
6559923025656968521,0,0.0,0.0,60,8.95,44.66
904272797452687746,0,1.95,9.4,0,0.0,0.0
7299815818182156872,60,23.91,143.68,0,0.0,0.0
8514792422753243190,0,13.84,95.03,60,10.1,48.66
3077449805722792371,0,0.93,4.04,0,0.0,0.0
7556329126654413020,0,21.84,132.16,60,2.11,10.1
3107648587312581475,0,23.96,140.45,60,0.0,2.0
1073263831895289355,0,0.0,0.0,60,8.94,52.16
7860979717434645220,0,0.0,0.0,60,14.89,87.13
986005178164070807,0,8.79,25.67,60,0.0,21.87
8469454412704129667,60,11.98,60.98,0,0.0,0.0
361809616932301093,0,0,12.5,60,0,0.46
7407786269658933585,60,23.97,143.72,0,0.0,0.0
3623776707128685463,60,0,7.7,0,0,0.0
4537118630493879732,0,0.96,4.48,0,0.0,0.0
9219648204163704298,60,23.96,142.14,0,0.0,0.0
7759494302961846478,60,10.93,54.52,0,0.0,0.0
8607534418017737162,0,23.9,132.95,60,0.0,9.28
8664817356517050333,0,0,0.0,60,0,29.87
3116980441617596531,0,0.0,0.0,60,23.99,143.77
4605930245483207319,60,23.91,142.28,0,0.0,0.0
8266040140590755548,60,23.92,142.97,0,0.0,0.0
8605792781614382846,60,23.89,141.99,0,0.0,0.0
3405484145087615980,0,0,0,0,0,0
7759812152723043723,0,16.4,78.11,60,0.0,18.97
6334610233846936840,60,23.91,143.47,0,0.0,0.0
5356346559326475356,60,10.38,50.17,0,0.0,0.0
7551779702028994572,0,23.97,139.51,60,0.0,2.89
3520543761789396773,60,6.79,34.42,0,0.0,0.0
3578719441486807824,60,0,29.69,0,0,0.0
5280229326493612356,0,0.0,11.73,60,10.87,50.47
1301152589759749638,0,0.0,0.0,0,0.86,12.05
3655366414223990068,60,12.95,41.02,0,0.0,1.02
4146890361284182655,0,23.98,136.56,60,0.0,7.01
7560043316887055116,0,23.84,138.54,60,0.0,4.01
967769613825971361,0,0.0,34.76,60,23.92,108.68
